"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"244.3.153.30","244.3.202.202","4","603","2","163","2","440","43.022049000","56.2142","23.20","62.62"
"41.203.225.103","244.3.210.197","339","267403","155","64257","184","203146","43.376362000","69.1833","7430.35","23490.77"
"41.177.106.217","116.91.164.164","2","134","2","134","0","0","43.424939000","0.0002","4375510.20","N/A"
"41.177.26.176","66.95.68.201","11","1850","5","841","6","1009","43.496262000","0.7637","8810.03","10569.94"
"41.177.3.224","244.3.41.117","276","141531","136","93798","140","47733","43.510023000","156.9629","4780.64","2432.83"
"244.3.160.239","254.204.210.149","6","384","6","384","0","0","43.694052000","60.0893","51.12","N/A"
"41.177.26.91","77.197.128.211","136","110546","85","105423","51","5123","44.029166000","20.3307","41483.19","2015.86"
"194.66.204.209","244.3.41.84","212","93014","103","8277","109","84737","44.182863000","183.5694","360.71","3692.86"
"41.177.98.176","41.177.164.128","4","268","3","198","1","70","44.362570000","60.0077","26.40","N/A"
"41.177.26.91","77.197.210.239","106","84120","64","79874","42","4246","44.687157000","15.8327","40359.03","2145.43"
"41.177.98.220","244.3.31.181","8","512","4","256","4","256","44.737776000","119.3727","17.16","17.16"
"41.177.98.98","244.3.31.26","13","1935","7","1322","6","613","44.743738000","161.5868","65.45","30.35"
"41.177.24.241","244.3.153.30","17","1743","9","847","8","896","44.775451000","165.0616","41.05","43.43"
"41.177.98.220","244.3.31.241","17","4393","7","2834","10","1559","44.901946000","0.7342","30880.96","16987.80"
"41.177.230.83","244.3.153.30","20","3290","10","1576","10","1714","44.905572000","0.5829","21631.64","23525.78"
"197.154.128.43","244.3.160.239","8007","8192748","5323","8015776","2684","176972","45.083823000","156.7817","409015.81","9030.24"
"41.177.98.176","145.95.139.141","173","97350","94","64345","79","33005","45.096950000","27.8621","18475.27","9476.67"
"41.177.75.141","210.218.218.160","4","256","4","256","0","0","45.189694000","179.9965","11.38","N/A"
"145.95.48.22","210.218.218.160","4","256","4","256","0","0","45.216359000","179.9899","11.38","N/A"
"41.177.106.121","210.218.218.160","4","256","4","256","0","0","45.216725000","179.9901","11.38","N/A"
"41.177.106.77","210.218.218.160","8","512","8","512","0","0","45.216784000","179.9936","22.76","N/A"
"41.177.106.47","210.218.218.160","4","256","4","256","0","0","45.216842000","179.9901","11.38","N/A"
"41.177.106.160","210.218.218.160","4","256","4","256","0","0","45.216901000","179.9901","11.38","N/A"
"41.177.98.192","210.218.218.160","8","512","8","512","0","0","45.216959000","179.9936","22.76","N/A"
"41.177.106.143","210.218.218.160","4","256","4","256","0","0","45.217019000","179.9932","11.38","N/A"
"41.177.106.220","210.218.218.160","4","256","4","256","0","0","45.217155000","179.9931","11.38","N/A"
"41.177.106.39","210.218.218.160","4","256","4","256","0","0","45.217281000","179.9931","11.38","N/A"
"246.142.98.43","246.142.244.157","3","192","3","192","0","0","45.278518000","131.3015","11.70","N/A"
"246.142.98.43","246.142.244.3","3","192","3","192","0","0","45.337717000","131.3415","11.69","N/A"
"41.177.204.139","210.218.218.123","4","256","4","256","0","0","45.457150000","176.5099","11.60","N/A"
"244.3.160.254","244.3.164.39","8","752","4","376","4","376","45.464161000","179.9981","16.71","16.71"
"244.3.160.254","244.157.156.98","8","752","4","376","4","376","45.464261000","164.9983","18.23","18.23"
"242.194.160.18","244.3.210.255","16","8388","8","7644","8","744","45.494493000","180.0718","339.60","33.05"
"41.177.98.121","244.157.67.98","8","752","4","376","4","376","45.498915000","161.0020","18.68","18.68"
"41.177.98.121","244.3.164.39","6","564","3","282","3","282","45.498968000","128.0013","17.62","17.62"
"244.3.153.30","244.3.160.80","30","13562","12","2416","18","11146","45.557116000","15.5047","1246.59","5751.02"
"41.106.180.204","41.177.241.46","10","640","0","0","10","640","45.831786000","175.4250","N/A","29.19"
"41.177.117.41","145.95.41.251","4","408","0","0","4","408","45.891487000","178.0848","N/A","18.33"
"41.177.230.31","145.95.81.118","4","376","2","188","2","188","46.021652000","128.0009","11.75","11.75"
"41.177.98.176","145.51.132.23","11","1369","5","610","6","759","46.026985000","23.0933","211.32","262.93"
"41.177.98.251","249.13.130.167","2","158","0","0","2","158","46.366096000","1.5442","N/A","818.56"
"41.177.98.98","244.157.156.98","4","376","2","188","2","188","46.681136000","128.0001","11.75","11.75"
"18.132.77.186","244.3.160.239","2300","1401162","900","120781","1400","1280381","46.916679000","172.2825","5608.51","59454.96"
"41.177.108.224","145.95.81.118","4","376","2","188","2","188","47.021629000","128.0011","11.75","11.75"
"41.177.26.15","46.144.210.156","63","41056","31","38339","32","2717","47.136934000","17.6593","17368.27","1230.85"
"244.3.4.48","244.3.41.91","3","741","3","741","0","0","47.172933000","0.0005","12748387.10","N/A"
"244.3.202.203","244.3.202.235","1","247","1","247","0","0","47.173038000","0.0000","N/A","N/A"
"41.177.26.176","41.177.202.202","10182","1808218","5091","465496","5091","1342722","47.228353000","130.1795","28606.41","82515.12"
"244.3.153.108","244.3.202.202","2","288","1","84","1","204","47.248531000","0.0011","N/A","N/A"
"41.177.98.98","244.3.31.224","4","256","2","128","2","128","47.393544000","0.1706","6002.17","6002.17"
"41.177.98.176","244.3.164.145","431","316264","268","268770","163","47494","47.412742000","170.4974","12611.10","2228.49"
"41.177.98.220","244.3.31.194","2","128","1","64","1","64","47.572749000","0.0001","N/A","N/A"
"244.3.34.157","244.3.41.84","388","150475","254","16986","134","133489","47.719471000","163.2084","832.60","6543.24"
"244.3.31.64","244.3.153.33","20","3791","9","2117","11","1674","47.946674000","67.3116","251.61","198.96"
"41.18.225.254","244.3.210.197","87","5742","29","1856","58","3886","48.337995000","20.1119","738.27","1545.75"
"41.177.26.205","244.157.67.98","6","564","3","282","3","282","48.656884000","120.0021","18.80","18.80"
"41.177.230.130","244.3.153.102","21","2178","0","0","21","2178","48.921988000","162.8638","N/A","106.99"
"41.177.26.176","41.177.108.224","2","188","1","94","1","94","49.294360000","0.0002","N/A","N/A"
"41.177.98.156","203.123.156.224","4","480","4","480","0","0","49.346830000","180.0325","21.33","N/A"
"41.177.46.91","41.177.46.225","8","1070","0","0","8","1070","49.730647000","86.3648","N/A","99.11"
"41.177.204.139","210.218.218.3","4","256","4","256","0","0","49.957312000","179.0101","11.44","N/A"
"41.177.98.127","165.188.210.111","17","2285","9","1558","8","727","50.166885000","2.0125","6193.21","2889.90"
"41.177.98.141","197.48.26.167","16","1252","9","767","7","485","50.210283000","0.4614","13298.74","8409.24"
"41.177.26.91","165.0.138.176","12","7737","7","6793","5","944","50.347374000","0.5546","97986.33","13616.82"
"41.177.24.247","244.3.153.40","8","784","4","256","4","528","50.381583000","165.0521","12.41","25.59"
"46.214.75.153","244.3.210.197","4","256","2","128","2","128","50.922019000","0.0388","26414.90","26414.90"
"91.108.108.122","244.3.61.118","2","132","2","132","0","0","51.027280000","2.8533","370.09","N/A"
"41.177.26.176","68.157.168.98","180","65150","89","56953","91","8197","51.134430000","167.1716","2725.49","392.27"
"41.177.24.241","244.3.153.209","53","13047","27","8000","26","5047","51.320331000","165.0621","387.73","244.61"
"41.177.26.151","223.72.203.218","1368","1325126","896","1293131","472","31995","51.359228000","182.4906","56688.10","1402.59"
"77.197.67.186","244.3.210.197","595","655095","160","38004","435","617091","51.632981000","28.2897","10747.11","174506.42"
"244.3.31.168","244.3.77.177","90","21988","46","14136","44","7852","51.788330000","120.3324","939.80","522.02"
"41.177.98.176","203.117.47.177","9","1314","4","461","5","853","51.792726000","15.2491","241.85","447.50"
"90.218.241.186","244.3.210.197","788","655763","321","75564","467","580199","51.877952000","172.4983","3504.45","26908.05"
"244.3.153.177","244.3.160.80","31","6475","16","3099","15","3376","52.045908000","150.8076","164.39","179.09"
"41.177.98.127","77.13.122.26","5","322","2","128","3","194","52.375899000","0.0763","13414.03","20330.63"
"41.177.202.26","41.177.202.235","4","988","4","988","0","0","52.590124000","0.0007","11975757.58","N/A"
"41.177.98.143","224.41.61.218","85","14051","42","9919","43","4132","52.603581000","173.2320","458.07","190.82"
"18.197.161.77","244.3.61.177","2","132","2","132","0","0","52.607208000","2.9744","355.03","N/A"
"41.177.24.108","244.3.153.235","8","784","4","256","4","528","52.773992000","165.1239","12.40","25.58"
"41.177.98.176","90.38.138.177","2","140","1","70","1","70","53.105334000","0.0002","N/A","N/A"
"41.177.26.176","151.239.66.180","185","99617","105","85999","80","13618","53.560178000","139.0618","4947.38","783.42"
"253.37.253.43","253.142.253.218","11","4868","11","4868","0","0","53.585837000","153.4141","253.85","N/A"
"41.177.3.220","210.218.218.3","16","2176","16","2176","0","0","53.592468000","179.9923","96.72","N/A"
"26.244.48.209","41.177.26.91","235","237549","69","4933","166","232616","53.671396000","166.5477","236.95","11173.54"
"41.177.26.176","68.157.168.39","254","98575","125","86613","129","11962","53.896731000","137.8155","5027.77","694.38"
"244.3.164.64","244.3.164.161","12","1152","12","1152","0","0","54.055052000","1.5200","6063.31","N/A"
"253.37.253.43","253.213.108.181","14","13959","14","13959","0","0","54.231638000","29.2802","3813.91","N/A"
"41.177.24.241","244.3.153.239","190","28087","96","19035","94","9052","54.324284000","180.0902","845.58","402.11"
"41.177.26.205","41.177.230.224","4","408","2","204","2","204","54.586747000","137.6344","11.86","11.86"
"67.122.211.41","244.3.61.215","1","66","1","66","0","0","54.849318000","0.0000","N/A","N/A"
"41.177.26.91","41.177.230.224","22","13015","12","12299","10","716","54.868165000","0.1413","696250.27","40532.99"
"67.122.211.41","244.3.61.118","1","66","1","66","0","0","54.878205000","0.0000","N/A","N/A"
"186.98.185.39","244.3.210.39","1","66","1","66","0","0","54.906119000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.40","1","66","1","66","0","0","54.919483000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.124","1","66","1","66","0","0","54.935610000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.244","1","66","1","66","0","0","54.973516000","0.0000","N/A","N/A"
"41.177.26.46","41.177.230.224","87","34398","45","31302","42","3096","54.979571000","30.7762","8136.66","804.78"
"67.122.211.41","244.3.61.68","1","66","1","66","0","0","54.985251000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.151","1","66","1","66","0","0","55.001788000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.22","1","66","1","66","0","0","55.087341000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.177","1","66","1","66","0","0","55.109888000","0.0000","N/A","N/A"
"41.177.83.247","244.3.160.239","169","132515","63","9287","106","123228","55.121661000","0.5538","134151.41","1780037.63"
"67.122.211.41","244.3.61.92","1","66","1","66","0","0","55.125553000","0.0000","N/A","N/A"
"41.177.230.67","244.3.160.239","51","23132","27","18044","24","5088","55.125729000","0.4597","314005.29","88542.39"
"67.122.211.41","244.3.61.225","1","66","1","66","0","0","55.175687000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.39","1","66","1","66","0","0","55.189264000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.209","1","66","1","66","0","0","55.206754000","0.0000","N/A","N/A"
"67.122.211.41","244.3.61.41","1","66","1","66","0","0","55.227764000","0.0000","N/A","N/A"
"41.177.26.15","244.3.160.239","194","214578","156","209620","38","4958","55.559536000","0.1110","15104754.01","357262.52"
"41.177.26.176","244.3.164.39","4","376","2","188","2","188","56.294285000","128.0001","11.75","11.75"
"41.177.199.139","244.3.160.239","3691","1915261","1512","237261","2179","1678000","56.347613000","175.8771","10792.13","76326.03"
"41.177.26.176","68.157.168.110","172","65619","85","57704","87","7915","56.481855000","167.3605","2758.31","378.34"
"41.177.98.84","177.202.167.210","1","66","0","0","1","66","56.925154000","0.0000","N/A","N/A"
"41.177.26.176","77.197.127.136","20","12676","12","11864","8","812","56.978023000","0.4962","191271.16","13091.05"
"41.177.98.220","244.3.79.201","129","92850","79","88590","50","4260","57.269022000","169.3802","4184.20","201.20"
"41.177.26.77","41.177.26.209","22","3638","22","3638","0","0","57.330213000","132.5604","219.55","N/A"
"41.177.98.43","41.177.230.31","4","376","2","188","2","188","57.542151000","128.0055","11.75","11.75"
"41.39.218.67","244.3.210.197","842","607577","374","41737","468","565840","57.648122000","41.7112","8004.94","108525.19"
"41.177.98.127","197.154.210.84","62","5951","29","3085","33","2866","57.950183000","146.0738","168.96","156.96"
"68.83.160.23","244.3.210.98","42","2730","21","1344","21","1386","57.968145000","161.7251","66.48","68.56"
"244.3.164.51","244.3.164.161","12","1152","12","1152","0","0","58.091978000","1.3856","6651.31","N/A"
"41.177.98.98","244.3.31.184","4","256","2","128","2","128","58.298308000","0.1673","6122.24","6122.24"
"244.3.39.203","244.3.41.176","3","198","0","0","3","198","58.338371000","7.0231","N/A","225.54"
"41.177.230.130","244.3.153.103","9","1026","0","0","9","1026","58.426075000","20.9976","N/A","390.90"
"41.177.98.220","244.3.31.98","14","2433","7","1179","7","1254","58.473937000","64.5248","146.18","155.48"
"41.177.98.176","90.218.155.193","277","214990","171","190440","106","24550","58.483501000","29.2260","52128.85","6720.03"
"244.3.31.251","244.3.153.117","9","1026","0","0","9","1026","58.762465000","21.1849","N/A","387.45"
"41.177.98.220","244.3.142.57","67","41876","37","25762","30","16114","58.801142000","175.3469","1175.36","735.18"
"41.177.241.108","210.218.218.123","132","9768","132","9768","0","0","58.811123000","168.2470","464.46","N/A"
"181.127.47.67","244.3.61.151","1","66","1","66","0","0","58.957111000","0.0000","N/A","N/A"
"41.177.3.108","145.95.81.118","4","376","2","188","2","188","59.021675000","128.0010","11.75","11.75"
"41.177.230.130","244.3.153.248","18","2052","0","0","18","2052","59.109367000","43.8822","N/A","374.09"
"41.177.241.108","41.177.241.176","252","24192","252","24192","0","0","59.112838000","169.6467","1140.82","N/A"
"72.208.154.177","244.3.61.244","2","132","2","132","0","0","59.127371000","2.9362","359.64","N/A"
"244.3.160.254","244.157.13.98","8","752","4","376","4","376","59.463962000","168.9985","17.80","17.80"
"210.244.26.18","244.3.41.71","1","92","0","0","1","92","59.804977000","0.0000","N/A","N/A"
"41.177.241.120","244.3.210.197","20","1400","12","840","8","560","59.823220000","0.0012","5838401.39","3892267.59"
"15.186.51.17","41.177.98.79","55","43449","24","2130","31","41319","60.324739000","0.4214","40440.00","784479.01"
"41.177.98.142","41.177.202.202","8","1294","4","372","4","922","60.394721000","0.0577","51578.02","127835.84"
"41.177.3.57","244.3.39.203","3","198","3","198","0","0","60.655407000","7.0078","226.03","N/A"
"253.37.253.43","253.213.108.176","32","33733","32","33733","0","0","61.228482000","67.3887","4004.59","N/A"
"210.244.26.18","253.37.253.204","1","92","0","0","1","92","61.274359000","0.0000","N/A","N/A"
"244.3.164.128","244.3.164.161","12","1152","12","1152","0","0","61.461872000","1.5241","6046.66","N/A"
"244.3.31.251","244.3.153.0","20","2244","0","0","20","2244","61.605513000","171.6960","N/A","104.56"
"244.3.31.18","244.3.31.91","2","502","2","502","0","0","61.643208000","0.0002","26077922.08","N/A"
"41.177.3.224","41.177.117.153","64","14968","33","7229","31","7739","61.713691000","59.7130","968.50","1036.83"
"253.37.253.139","253.108.13.253","10","1439","5","430","5","1009","61.787623000","0.1613","21332.67","50057.36"
"41.177.26.176","68.157.168.204","350","142272","173","125895","177","16377","61.814642000","165.9296","6069.80","789.59"
